linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,purpose_clean,memo_code,memo_text,cycle,candidate
SB17,C00840017,500605943,ORG,Zoom,NA,NA,NA,NA,NA,55 Almaden Blvd,Ste 600,San Jose,CA,951131612,NA,12/15/23,174.29,Software Rental,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500557234,ORG,Zoom,NA,NA,NA,NA,NA,55 Almaden Blvd,Ste 600,San Jose,CA,951131612,NA,10/10/23,174.29,Software Rental,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500506168,ORG,Zoom,NA,NA,NA,NA,NA,55 Almaden Blvd,Ste 600,San Jose,CA,951131612,NA,10/16/23,174.29,Software Rental,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500605890,ORG,Avis Budget,NA,NA,NA,NA,NA,300 Centre Pointe Dr,NA,Virginia Beach,VA,234624415,NA,12/15/23,167.45,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB20A,C00840017,500552802,IND,NA,Thompson,Maria,NA,NA,NA,145 Riverhaven Dr,NA,Oxon Hill,MD,207451051,NA,10/27/23,165,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500506159,ORG,United Airlines,NA,NA,NA,NA,NA,233 S Wacker Dr,NA,Chicago,IL,606067147,NA,10/16/23,162,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500552814,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,11/2/23,161,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500557160,ORG,American Airlines,NA,NA,NA,NA,NA,1 Skyview Dr,NA,Fort Worth,TX,761551801,NA,10/4/23,158.9,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605936,ORG,United Airlines,NA,NA,NA,NA,NA,233 S Wacker Dr,NA,Chicago,IL,606067147,NA,12/15/23,155,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500595335,ORG,Paragon Payment Solutions,NA,NA,NA,NA,NA,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,NA,12/4/23,148.94,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500557189,ORG,Lowes,NA,NA,NA,NA,NA,10440 Campus Way S,NA,Upper Marlboro,MD,207741390,NA,10/19/23,143.8,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500557174,ORG,Dunkin' Donuts,NA,NA,NA,NA,NA,8909 Central Ave,NA,Capitol Heights,MD,207433804,NA,10/21/23,139.42,Meals,Meals,X,*,2024,Alsobrooks
SB17,C00840017,500557211,ORG,Office Depot,NA,NA,NA,NA,NA,10411 Martin Luther King Jr Hwy,NA,Bowie,MD,207204201,NA,9/26/23,135.12,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500605886,ORG,American Airlines,NA,NA,NA,NA,NA,1 Skyview Dr,NA,Fort Worth,TX,761551801,NA,12/15/23,133.9,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500557165,ORG,Amtrak,NA,NA,NA,NA,NA,1 Massachusetts Ave NW,Fl 4WEST,Washington,DC,200011401,NA,10/10/23,131,Train Travel,Train Travel,X,*,2024,Alsobrooks
SB17,C00840017,500610233,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500505903,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/12/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500532770,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/30/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500590775,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595317,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610221,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610236,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500505904,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/12/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500532776,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/30/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500590776,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595318,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610222,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610229,IND,NA,Bayrd,Philip,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500505905,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/12/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500532775,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/30/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500590777,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595319,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610223,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610230,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500505907,IND,NA,Chase,David,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/12/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500532774,IND,NA,Chase,David,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/30/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500590778,IND,NA,Chase,David,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595320,IND,NA,Chase,David,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610224,IND,NA,Chase,David,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500505908,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/12/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500532773,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/30/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500590779,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595321,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610225,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610231,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500505909,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/12/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500532772,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/30/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500590780,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595322,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610226,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610232,IND,NA,Ford,Gina,Regina,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500505935,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/12/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500532771,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/30/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500590781,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595323,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610227,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500595324,IND,NA,Sloan,David,Augustine,NA,Jr.,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/29/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610228,IND,NA,Sloan,David,Augustine,NA,Jr.,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/14/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610234,IND,NA,Sloan,David,Augustine,NA,Jr.,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500610235,IND,NA,Washington,Omar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,12/28/23,125,Travel Stipend,Travel Stipend,NA,NA,2024,Alsobrooks
SB17,C00840017,500596920,ORG,Gusto,NA,NA,NA,NA,NA,525 20Th St,NA,San Francisco,CA,941074345,NA,12/8/23,120.75,Payroll Taxes,Payroll Taxes,NA,NA,2024,Alsobrooks
SB17,C00840017,500557166,ORG,Best Buy,NA,NA,NA,NA,NA,2300 Petrie Ln,NA,Glenarden,MD,207061623,NA,10/4/23,116.59,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500506120,ORG,Montgomery County,NA,NA,NA,NA,NA,101 Monroe St,Fl 2,Rockville,MD,208502503,NA,10/16/23,112.5,Site Rental,Site Rental,X,*,2024,Alsobrooks
SB20A,C00840017,500595300,IND,NA,Mitchell,Doyle,NA,NA,NA,8102 Hollygate Dr,NA,Glenn Dale,MD,207692042,NA,11/30/23,110,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500605888,ORG,Amtrak,NA,NA,NA,NA,NA,1 Massachusetts Ave NW,Fl 4WEST,Washington,DC,200011401,NA,12/15/23,108,Train Travel,Train Travel,X,*,2024,Alsobrooks
SB17,C00840017,500557247,ORG,Chase Strategy LLC,NA,NA,NA,NA,NA,429 Quincy St NW,Unit B,Washington,DC,200115929,NA,11/7/23,100,Telephone Expense,Telephone Expense,NA,NA,2024,Alsobrooks
SB20A,C00840017,500610121,IND,NA,Hammerschlag,Alan,NA,NA,NA,6901 Hillmead Rd,NA,Bethesda,MD,208173027,NA,12/22/23,100,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500505864,ORG,Chase Strategy LLC,NA,NA,NA,NA,NA,429 Quincy St NW,Unit B,Washington,DC,200115929,NA,10/11/23,100,Telephone Expense,Telephone Expense,NA,NA,2024,Alsobrooks
SB17,C00840017,500596916,ORG,Chase Strategy LLC,NA,NA,NA,NA,NA,429 Quincy St NW,Unit B,Washington,DC,200115929,NA,12/8/23,100,Telephone Expense,Telephone Expense,NA,NA,2024,Alsobrooks
SB17,C00840017,500605917,ORG,Office Depot,NA,NA,NA,NA,NA,10411 Martin Luther King Jr Hwy,NA,Bowie,MD,207204201,NA,12/15/23,90.31,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500506124,ORG,American Airlines,NA,NA,NA,NA,NA,1 Skyview Dr,NA,Fort Worth,TX,761551801,NA,10/16/23,88.9,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500557200,ORG,Monte Carlo Boardwalk,NA,NA,NA,NA,NA,1101 Atlantic Ave,NA,Ocean City,MD,218426692,NA,10/19/23,88.58,Lodging,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500610139,ORG,Gusto,NA,NA,NA,NA,NA,525 20Th St,NA,San Francisco,CA,941074345,NA,12/15/23,85.87,Payroll Taxes,Payroll Taxes,NA,NA,2024,Alsobrooks
SB17,C00840017,500506121,ORG,Amazon,NA,NA,NA,NA,NA,410 Terry Ave N,NA,Seattle,WA,981095210,NA,10/16/23,84.79,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500605914,ORG,Lyft,NA,NA,NA,NA,NA,185 Berry St,Ste 5000,San Francisco,CA,941072503,NA,12/15/23,83.56,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605907,ORG,FedEx,NA,NA,NA,NA,NA,1715 Aaron Brenner Dr,Ste 600,Memphis,TN,381201444,NA,12/15/23,68.37,Shipping,Shipping,X,*,2024,Alsobrooks
SB17,C00840017,500511833,ORG,Amazon,NA,NA,NA,NA,NA,410 Terry Ave N,NA,Seattle,WA,981095210,NA,10/20/23,66.99,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500506155,ORG,Staples,NA,NA,NA,NA,NA,10530 Campus Way S,NA,Largo,MD,207741309,NA,10/16/23,59.85,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500532760,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,10/26/23,55.3,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500506140,ORG,Dunkin' Donuts,NA,NA,NA,NA,NA,8909 Central Ave,NA,Capitol Heights,MD,207433804,NA,10/16/23,48.74,Meals,Meals,X,*,2024,Alsobrooks
SB17,C00840017,500506158,ORG,United Airlines,NA,NA,NA,NA,NA,233 S Wacker Dr,NA,Chicago,IL,606067147,NA,10/16/23,48.15,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605927,ORG,Staples,NA,NA,NA,NA,NA,10530 Campus Way S,NA,Largo,MD,207741309,NA,12/15/23,47.68,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500557199,ORG,Monte Carlo Boardwalk,NA,NA,NA,NA,NA,1101 Atlantic Ave,NA,Ocean City,MD,218426692,NA,10/19/23,46.18,Lodging,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500557179,ORG,FedEx,NA,NA,NA,NA,NA,1715 Aaron Brenner Dr,Ste 600,Memphis,TN,381201444,NA,10/4/23,44.95,Shipping,Shipping,X,*,2024,Alsobrooks
SB17,C00840017,500590772,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,11/16/23,43.75,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500511832,ORG,Target,NA,NA,NA,NA,NA,10500 Campus Way S,NA,Upper Marlboro,MD,207741309,NA,10/20/23,41.99,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500506157,ORG,United Airlines,NA,NA,NA,NA,NA,233 S Wacker Dr,NA,Chicago,IL,606067147,NA,10/16/23,41,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500557175,ORG,Dunkin' Donuts,NA,NA,NA,NA,NA,8909 Central Ave,NA,Capitol Heights,MD,207433804,NA,10/20/23,40.9,Meals,Meals,X,*,2024,Alsobrooks
SB17,C00840017,500557221,ORG,Staples,NA,NA,NA,NA,NA,10530 Campus Way S,NA,Largo,MD,207741309,NA,10/9/23,40.76,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500590767,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,11/15/23,40.3,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500557190,ORG,Lyft,NA,NA,NA,NA,NA,185 Berry St,Ste 5000,San Francisco,CA,941072503,NA,10/13/23,34.94,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605913,ORG,Lyft,NA,NA,NA,NA,NA,185 Berry St,Ste 5000,San Francisco,CA,941072503,NA,12/15/23,31.91,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605906,ORG,Expedia,NA,NA,NA,NA,NA,1111 Expedia Group Way W,NA,Seattle,WA,981191111,NA,12/15/23,30,Lodging,Lodging,X,*,2024,Alsobrooks
SB17,C00840017,500605887,ORG,American Airlines,NA,NA,NA,NA,NA,1 Skyview Dr,NA,Fort Worth,TX,761551801,NA,12/15/23,30,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605935,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,12/15/23,29.69,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500506149,ORG,Office Depot,NA,NA,NA,NA,NA,10411 Martin Luther King Jr Hwy,NA,Bowie,MD,207204201,NA,10/16/23,29.44,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500605901,ORG,Delta Airlines,NA,NA,NA,NA,NA,1030 Delta Blvd,NA,Atlanta,GA,303541989,NA,12/15/23,29,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500506161,ORG,United States Postal Service,NA,NA,NA,NA,NA,9801 Apollo Dr,NA,Upper Marlboro,MD,207749997,NA,10/16/23,28.75,Postage,Postage,X,*,2024,Alsobrooks
SB17,C00840017,500557224,ORG,United States Postal Service,NA,NA,NA,NA,NA,9801 Apollo Dr,NA,Upper Marlboro,MD,207749997,NA,10/24/23,28.75,Postage,Postage,X,*,2024,Alsobrooks
SB17,C00840017,500506125,ORG,American Airlines,NA,NA,NA,NA,NA,1 Skyview Dr,NA,Fort Worth,TX,761551801,NA,10/16/23,27.95,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605933,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,12/15/23,27.31,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605932,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,12/15/23,26.76,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500557180,ORG,FedEx,NA,NA,NA,NA,NA,1715 Aaron Brenner Dr,Ste 600,Memphis,TN,381201444,NA,9/29/23,26.75,Shipping,Shipping,X,*,2024,Alsobrooks
SB17,C00840017,500590765,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,11/14/23,25.2,Reimbursement - See Below if Itemized,Reimbursement,NA,NA,2024,Alsobrooks
SB17,C00840017,500557229,ORG,United States Postal Service,NA,NA,NA,NA,NA,9801 Apollo Dr,NA,Upper Marlboro,MD,207749997,NA,10/18/23,25,Postage,Postage,X,*,2024,Alsobrooks
SB17,C00840017,500511836,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,10/20/23,24,Reimbursement - See Below if Itemized,Reimbursement,NA,NA,2024,Alsobrooks
SB17,C00840017,500605931,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,12/15/23,23.9,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605930,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,12/15/23,22.98,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500596921,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,12/6/23,22.3,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500591330,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,11/22/23,22.08,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500605929,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,12/15/23,19.91,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500506123,ORG,American Airlines,NA,NA,NA,NA,NA,1 Skyview Dr,NA,Fort Worth,TX,761551801,NA,10/16/23,19.82,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605928,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,12/15/23,18.98,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605885,ORG,American Airlines,NA,NA,NA,NA,NA,1 Skyview Dr,NA,Fort Worth,TX,761551801,NA,12/15/23,17.69,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605912,ORG,Lowes,NA,NA,NA,NA,NA,10440 Campus Way S,NA,Upper Marlboro,MD,207741390,NA,12/15/23,14.82,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500595328,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,11/29/23,12.5,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500596918,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,12/6/23,12.5,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500557222,ORG,Uber,NA,NA,NA,NA,NA,1455 Market St,Ste 400,San Francisco,CA,941031355,NA,10/18/23,11.9,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500557192,ORG,Lyft,NA,NA,NA,NA,NA,185 Berry St,Ste 5000,San Francisco,CA,941072503,NA,10/6/23,11.9,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500506131,ORG,Cava,NA,NA,NA,NA,NA,9140 Woodmore Center Dr,NA,Lanham,MD,207061653,NA,10/16/23,11.61,Meals,Meals,X,*,2024,Alsobrooks
SB17,C00840017,500605904,ORG,Enterprise Rent-A-Car,NA,NA,NA,NA,NA,5202 River Rd,NA,Bethesda,MD,208161416,NA,12/15/23,10.95,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500506122,ORG,Amazon,NA,NA,NA,NA,NA,410 Terry Ave N,NA,Seattle,WA,981095210,NA,10/16/23,10.59,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500592854,ORG,Amazon,NA,NA,NA,NA,NA,410 Terry Ave N,NA,Seattle,WA,981095210,NA,11/6/23,10.59,Office Supplies,Office Supplies,X,*,2024,Alsobrooks
SB17,C00840017,500506146,ORG,Lyft,NA,NA,NA,NA,NA,185 Berry St,Ste 5000,San Francisco,CA,941072503,NA,10/16/23,9.91,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500605940,ORG,United States Postal Service,NA,NA,NA,NA,NA,9801 Apollo Dr,NA,Upper Marlboro,MD,207749997,NA,12/15/23,9.65,Postage,Postage,X,*,2024,Alsobrooks
